Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_026031_20230719_20230802_02_T1,LC08_L1TP_026031_20230719_20230802_02_T1,LC80260312023200LGN01,2023/07/19,T1,2, 026, 031, 026, 031,NADIR,  -0.001,2023/08/02,2023/08/02,2023-07-19 16:53:04,2023-07-19 16:53:36,LGN,DAY,  15.94,  15.94,531,5,    6.784,    4.738,    4.856,LPGS_16.3.0,62.45523094,133.03801377,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'34.88"N,92°56'33.58"W,42°48'45"N,94°22'02.93"W,42°48'39.96"N,91°31'12.11"W,40°41'01.72"N,94°19'22.91"W,40°40'57.07"N,91°34'05.27"W, 41.75969, -92.94266, 42.81250, -94.36748, 42.81110, -91.52003, 40.68381, -94.32303, 40.68252, -91.56813,LC08_L2SP_026031_20230719_20230802_02_T1,LC80260312023200LGN01
LC09_L2SP_025031_20230720_20230801_02_T1,LC09_L1TP_025031_20230720_20230720_02_T1,LC90250312023201LGN00,2023/07/20,T1,2, 025, 031, 025, 031,NADIR,   0.000,2023/08/01,2023/07/20,2023-07-20 16:46:47,2023-07-20 16:47:19,LGN,DAY,   5.33,   5.33,412,5,    7.291,    4.989,    5.316,LPGS_16.3.0,62.27161805,133.17055653,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'34.85"N,91°25'07.75"W,42°49'04.04"N,92°48'02.20"W,42°46'41.99"N,89°59'16.48"W,40°42'46.30"N,92°48'25.27"W,40°40'34.28"N,90°05'04.63"W, 41.75968, -91.41882, 42.81779, -92.80061, 42.77833, -89.98791, 40.71286, -92.80702, 40.67619, -90.08462,LC09_L2SP_025031_20230720_20230801_02_T1,LC90250312023201LGN00
LC09_L2SP_025032_20230720_20230801_02_T1,LC09_L1TP_025032_20230720_20230720_02_T1,LC90250322023201LGN00,2023/07/20,T1,2, 025, 032, 025, 032,NADIR,  -0.001,2023/08/01,2023/07/20,2023-07-20 16:47:11,2023-07-20 16:47:43,LGN,DAY,  17.69,  17.69,401,5,    6.989,    4.458,    5.383,LPGS_16.3.0,63.01963700,130.52315048,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.43"N,91°52'54.59"W,41°23'18.13"N,93°14'34.12"W,41°21'40.36"N,90°29'17.41"W,39°16'39.07"N,93°14'07.30"W,39°15'08.24"N,90°33'54.54"W, 40.33262, -91.88183, 41.38837, -93.24281, 41.36121, -90.48817, 39.27752, -93.23536, 39.25229, -90.56515,LC09_L2SP_025032_20230720_20230801_02_T1,LC90250322023201LGN00
LC08_L2SP_024030_20230721_20230803_02_T1,LC08_L1TP_024030_20230721_20230803_02_T1,LC80240302023202LGN00,2023/07/21,T1,2, 024, 030, 024, 030,NADIR,  -0.001,2023/08/03,2023/08/03,2023-07-21 16:40:19,2023-07-21 16:40:51,LGN,DAY,  10.82,  10.82,703,5,    6.145,    4.341,    4.349,LPGS_16.3.0,61.33159573,135.97323743,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,16,WGS84,WGS84,43°11'05.68"N,89°22'24.49"W,44°13'24.10"N,90°54'17.57"W,44°17'10.86"N,87°55'52.39"W,42°03'32.26"N,90°46'09.52"W,42°07'02.57"N,87°53'55.68"W, 43.18491, -89.37347, 44.22336, -90.90488, 44.28635, -87.93122, 42.05896, -90.76931, 42.11738, -87.89880,LC08_L2SP_024030_20230721_20230803_02_T1,LC80240302023202LGN00
LC08_L2SP_029030_20230724_20230803_02_T1,LC08_L1TP_029030_20230724_20230803_02_T1,LC80290302023205LGN00,2023/07/24,T1,2, 029, 030, 029, 030,NADIR,  -0.001,2023/08/03,2023/08/03,2023-07-24 17:11:16,2023-07-24 17:11:48,LGN,DAY,   3.94,   3.94,665,5,    6.673,    4.561,    4.871,LPGS_16.3.0,60.80450681,136.62234137,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,43°11'05.24"N,97°06'21.31"W,44°14'45.24"N,98°30'50.54"W,44°11'50.46"N,95°38'05.75"W,42°08'29.62"N,98°31'49.66"W,42°05'47.11"N,95°44'54.13"W, 43.18479, -97.10592, 44.24590, -98.51404, 44.19735, -95.63493, 42.14156, -98.53046, 42.09642, -95.74837,LC08_L2SP_029030_20230724_20230803_02_T1,LC80290302023205LGN00
LC08_L2SP_029031_20230724_20230803_02_T1,LC08_L1TP_029031_20230724_20230803_02_T1,LC80290312023205LGN00,2023/07/24,T1,2, 029, 031, 029, 031,NADIR,  -0.001,2023/08/03,2023/08/03,2023-07-24 17:11:40,2023-07-24 17:12:12,LGN,DAY,   5.35,   5.35,653,5,    6.658,    4.737,    4.679,LPGS_16.3.0,61.62275412,134.18125107,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,41°45'34.56"N,97°35'06.97"W,42°49'04.66"N,98°58'23.12"W,42°46'57.18"N,96°09'09.86"W,40°42'27.40"N,98°58'26.26"W,40°40'28.96"N,96°14'39.80"W, 41.75960, -97.58527, 42.81796, -98.97309, 42.78255, -96.15274, 40.70761, -98.97396, 40.67471, -96.24439,LC08_L2SP_029031_20230724_20230803_02_T1,LC80290312023205LGN00
LC08_L2SP_027030_20230726_20230805_02_T1,LC08_L1TP_027030_20230726_20230805_02_T1,LC80270302023207LGN00,2023/07/26,T1,2, 027, 030, 027, 030,NADIR,  -0.001,2023/08/05,2023/08/05,2023-07-26 16:58:56,2023-07-26 16:59:28,LGN,DAY,   1.62,   1.62,552,5,    7.681,    5.545,    5.316,LPGS_16.3.0,60.43813447,137.08802306,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.24"N,94°01'08.98"W,44°13'58.12"N,95°30'42.77"W,44°15'34.63"N,92°33'59.54"W,42°05'04.06"N,95°25'31.15"W,42°06'33.59"N,92°34'53.40"W, 43.18479, -94.01916, 44.23281, -95.51188, 44.25962, -92.56654, 42.08446, -95.42532, 42.10933, -92.58150,LC08_L2SP_027030_20230726_20230805_02_T1,LC80270302023207LGN00
LC08_L2SP_027031_20230726_20230805_02_T1,LC08_L1TP_027031_20230726_20230805_02_T1,LC80270312023207LGN00,2023/07/26,T1,2, 027, 031, 027, 031,NADIR,  -0.001,2023/08/05,2023/08/05,2023-07-26 16:59:20,2023-07-26 16:59:52,LGN,DAY,   7.57,   7.57,546,5,    7.238,    5.054,    5.182,LPGS_16.3.0,61.26640627,134.69221152,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'35.50"N,94°29'54.42"W,42°48'14.11"N,95°57'47.48"W,42°50'32.06"N,93°05'12.80"W,40°39'11.20"N,95°51'57.20"W,40°41'19.18"N,93°05'02.51"W, 41.75986, -94.49845, 42.80392, -95.96319, 42.84224, -93.08689, 40.65311, -95.86589, 40.68866, -93.08403,LC08_L2SP_027031_20230726_20230805_02_T1,LC80270312023207LGN00
LC08_L2SP_027032_20230726_20230805_02_T1,LC08_L1TP_027032_20230726_20230805_02_T1,LC80270322023207LGN00,2023/07/26,T1,2, 027, 032, 027, 032,NADIR,  -0.001,2023/08/05,2023/08/05,2023-07-26 16:59:44,2023-07-26 17:00:16,LGN,DAY,  11.06,  11.06,576,5,    6.072,    4.414,    4.169,LPGS_16.3.0,62.04863224,132.18260113,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.19"N,94°57'41.65"W,41°22'24.28"N,96°24'10.91"W,41°25'20.21"N,93°35'02.36"W,39°13'12.94"N,96°17'47.65"W,39°15'56.05"N,93°33'56.45"W, 40.33283, -94.96157, 41.37341, -96.40303, 41.42228, -93.58399, 39.22026, -96.29657, 39.26557, -93.56568,LC08_L2SP_027032_20230726_20230805_02_T1,LC80270322023207LGN00
LC08_L2SP_025030_20230728_20230805_02_T1,LC08_L1TP_025030_20230728_20230805_02_T1,LC80250302023209LGN00,2023/07/28,T1,2, 025, 030, 025, 030,NADIR,  -0.001,2023/08/05,2023/08/05,2023-07-28 16:46:36,2023-07-28 16:47:08,LGN,DAY,   8.40,   8.40,580,5,    6.651,    4.595,    4.808,LPGS_16.3.0,60.05727328,137.58163466,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'04.63"N,90°55'52.46"W,44°14'51.68"N,92°20'01.21"W,44°11'40.96"N,89°27'31.14"W,42°08'46.03"N,92°21'22.14"W,42°05'48.70"N,89°34'40.33"W, 43.18462, -90.93124, 44.24769, -92.33367, 44.19471, -89.45865, 42.14612, -92.35615, 42.09686, -89.57787,LC08_L2SP_025030_20230728_20230805_02_T1,LC80250302023209LGN00
LC08_L2SP_025031_20230728_20230805_02_T1,LC08_L1TP_025031_20230728_20230805_02_T1,LC80250312023209LGN00,2023/07/28,T1,2, 025, 031, 025, 031,NADIR,  -0.001,2023/08/05,2023/08/05,2023-07-28 16:47:00,2023-07-28 16:47:32,LGN,DAY,   0.02,   0.02,499,5,    7.095,    5.106,    4.926,LPGS_16.3.0,60.89623483,135.23167751,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'34.96"N,91°24'37.94"W,42°49'13.73"N,92°47'35.74"W,42°46'50.66"N,89°58'36.44"W,40°42'46.22"N,92°47'59.71"W,40°40'33.31"N,90°04'26.36"W, 41.75971, -91.41054, 42.82048, -92.79326, 42.78074, -89.97679, 40.71284, -92.79992, 40.67592, -90.07399,LC08_L2SP_025031_20230728_20230805_02_T1,LC80250312023209LGN00
LC08_L2SP_025032_20230728_20230805_02_T1,LC08_L1TP_025032_20230728_20230805_02_T1,LC80250322023209LGN00,2023/07/28,T1,2, 025, 032, 025, 032,NADIR,  -0.001,2023/08/05,2023/08/05,2023-07-28 16:47:24,2023-07-28 16:47:55,LGN,DAY,   1.29,   1.29,547,5,    7.015,    4.585,    5.309,LPGS_16.3.0,61.69038634,132.77094549,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.51"N,91°52'24.56"W,41°23'18.20"N,93°14'08.27"W,41°21'39.49"N,90°28'38.71"W,39°16'39.11"N,93°13'42.24"W,39°15'07.45"N,90°33'17.03"W, 40.33292, -91.87349, 41.38839, -93.23563, 41.36097, -90.47742, 39.27753, -93.22840, 39.25207, -90.55473,LC08_L2SP_025032_20230728_20230805_02_T1,LC80250322023209LGN00
LC08_L2SP_029030_20230809_20230812_02_T1,LC08_L1TP_029030_20230809_20230812_02_T1,LC80290302023221LGN00,2023/08/09,T1,2, 029, 030, 029, 030,NADIR,  -0.001,2023/08/12,2023/08/12,2023-08-09 17:11:22,2023-08-09 17:11:54,LGN,DAY,  11.18,  11.18,534,5,    7.397,    4.920,    5.523,LPGS_16.3.0,57.45837349,141.04083105,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,43°11'04.67"N,97°06'09.40"W,44°14'45.20"N,98°30'37.01"W,44°11'50.03"N,95°37'52.25"W,42°08'29.54"N,98°31'36.59"W,42°05'46.75"N,95°44'41.10"W, 43.18463, -97.10261, 44.24589, -98.51028, 44.19723, -95.63118, 42.14154, -98.52683, 42.09632, -95.74475,LC08_L2SP_029030_20230809_20230812_02_T1,LC80290302023221LGN00
LC09_L2SP_028031_20230810_20230812_02_T1,LC09_L1TP_028031_20230810_20230810_02_T1,LC90280312023222LGN00,2023/08/10,T1,2, 028, 031, 028, 031,NADIR,   0.001,2023/08/12,2023/08/10,2023-08-10 17:05:30,2023-08-10 17:06:02,LGN,DAY,   5.50,   5.50,640,5,    6.914,    4.823,    4.953,LPGS_16.3.0,58.12027348,139.26102769,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,41°45'34.96"N,96°03'10.69"W,42°49'22.69"N,97°23'55.10"W,42°45'00.47"N,94°36'53.42"W,40°44'25.58"N,97°26'58.70"W,40°40'21.72"N,94°45'14.65"W, 41.75971, -96.05297, 42.82297, -97.39864, 42.75013, -94.61484, 40.74044, -97.44964, 40.67270, -94.75407,LC09_L2SP_028031_20230810_20230812_02_T1,LC90280312023222LGN00
LC09_L2SP_028032_20230810_20230812_02_T1,LC09_L1TP_028032_20230810_20230810_02_T1,LC90280322023222LGN00,2023/08/10,T1,2, 028, 032, 028, 032,NADIR,   0.000,2023/08/12,2023/08/10,2023-08-10 17:05:54,2023-08-10 17:06:26,LGN,DAY,  12.73,  12.73,589,5,    6.782,    4.771,    4.820,LPGS_16.3.0,59.00146382,137.13190989,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,40°19'57.47"N,96°30'57.46"W,41°23'37.03"N,97°50'35.88"W,41°20'01.90"N,95°06'58.82"W,39°18'17.24"N,97°52'42.42"W,39°14'57.30"N,95°14'02.58"W, 40.33263, -96.51596, 41.39362, -97.84330, 41.33386, -95.11634, 39.30479, -97.87845, 39.24925, -95.23405,LC09_L2SP_028032_20230810_20230812_02_T1,LC90280322023222LGN00
LC08_L2SP_027030_20230811_20230818_02_T1,LC08_L1TP_027030_20230811_20230818_02_T1,LC80270302023223LGN00,2023/08/11,T1,2, 027, 030, 027, 030,NADIR,  -0.001,2023/08/18,2023/08/18,2023-08-11 16:59:01,2023-08-11 16:59:32,LGN,DAY,   0.01,   0.01,597,5,    7.087,    5.110,    4.911,LPGS_16.3.0,56.97927620,141.67472717,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.28"N,94°00'40.75"W,44°13'49.01"N,95°30'15.30"W,44°15'24.80"N,92°33'32.58"W,42°05'04.60"N,95°25'05.09"W,42°06'33.48"N,92°34'27.26"W, 43.18480, -94.01132, 44.23028, -95.50425, 44.25689, -92.55905, 42.08461, -95.41808, 42.10930, -92.57424,LC08_L2SP_027030_20230811_20230818_02_T1,LC80270302023223LGN00
LC08_L2SP_027031_20230811_20230818_02_T1,LC08_L1TP_027031_20230811_20230818_02_T1,LC80270312023223LGN00,2023/08/11,T1,2, 027, 031, 027, 031,NADIR,  -0.001,2023/08/18,2023/08/18,2023-08-11 16:59:25,2023-08-11 16:59:56,LGN,DAY,  18.94,  18.94,549,5,    6.981,    4.938,    4.935,LPGS_16.3.0,57.90414025,139.66412112,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'34.88"N,94°29'26.34"W,42°48'05.08"N,95°57'20.66"W,42°50'22.38"N,93°04'33.13"W,40°39'11.84"N,95°51'31.68"W,40°41'19.21"N,93°04'24.17"W, 41.75969, -94.49065, 42.80141, -95.95574, 42.83955, -93.07587, 40.65329, -95.85880, 40.68867, -93.07338,LC08_L2SP_027031_20230811_20230818_02_T1,LC80270312023223LGN00
LC08_L2SP_027032_20230811_20230818_02_T1,LC08_L1TP_027032_20230811_20230818_02_T1,LC80270322023223LGN00,2023/08/11,T1,2, 027, 032, 027, 032,NADIR,  -0.001,2023/08/18,2023/08/18,2023-08-11 16:59:48,2023-08-11 17:00:20,LGN,DAY,  14.14,  14.14,572,5,    6.190,    4.241,    4.509,LPGS_16.3.0,58.79339069,137.56143112,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.80"N,94°57'13.18"W,41°22'25.03"N,96°23'45.13"W,41°25'20.32"N,93°34'36.52"W,39°13'13.66"N,96°17'22.67"W,39°15'56.16"N,93°33'31.43"W, 40.33300, -94.95366, 41.37362, -96.39587, 41.42231, -93.57681, 39.22046, -96.28963, 39.26560, -93.55873,LC08_L2SP_027032_20230811_20230818_02_T1,LC80270322023223LGN00
LC09_L2SP_026030_20230812_20230814_02_T1,LC09_L1TP_026030_20230812_20230812_02_T1,LC90260302023224LGN00,2023/08/12,T1,2, 026, 030, 026, 030,NADIR,  -0.001,2023/08/14,2023/08/12,2023-08-12 16:52:45,2023-08-12 16:53:16,LGN,DAY,   1.53,   1.53,428,5,    7.069,    5.002,    4.994,LPGS_16.3.0,56.71776264,141.93774347,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'06.11"N,92°28'48.47"W,44°14'25.73"N,93°55'36.26"W,44°13'37.16"N,91°00'55.73"W,42°07'02.68"N,93°53'42.61"W,42°06'17.60"N,91°04'58.94"W, 43.18503, -92.48013, 44.24048, -93.92674, 44.22699, -91.01548, 42.11741, -93.89517, 42.10489, -91.08304,LC09_L2SP_026030_20230812_20230814_02_T1,LC90260302023224LGN00
LC09_L2SP_026031_20230812_20230814_02_T1,LC09_L1TP_026031_20230812_20230812_02_T1,LC90260312023224LGN00,2023/08/12,T1,2, 026, 031, 026, 031,NADIR,   0.000,2023/08/14,2023/08/12,2023-08-12 16:53:08,2023-08-12 16:53:40,LGN,DAY,   1.96,   1.96,653,5,    6.346,    4.644,    4.325,LPGS_16.3.0,57.64841193,139.95124791,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'34.16"N,92°57'33.44"W,42°48'34.63"N,94°22'55.52"W,42°48'30.92"N,91°32'05.14"W,40°41'01.14"N,94°20'13.99"W,40°40'57.68"N,91°34'56.39"W, 41.75949, -92.95929, 42.80962, -94.38209, 42.80859, -91.53476, 40.68365, -94.33722, 40.68269, -91.58233,LC09_L2SP_026031_20230812_20230814_02_T1,LC90260312023224LGN00
LC09_L2SP_026032_20230812_20230814_02_T1,LC09_L1TP_026032_20230812_20230812_02_T1,LC90260322023224LGN00,2023/08/12,T1,2, 026, 032, 026, 032,NADIR,   0.001,2023/08/14,2023/08/12,2023-08-12 16:53:32,2023-08-12 16:54:04,LGN,DAY,   3.19,   3.19,740,5,    6.027,    4.043,    4.469,LPGS_16.3.0,58.54396092,137.87459065,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.36"N,93°25'19.20"W,41°22'46.42"N,94°49'29.78"W,41°23'24"N,92°02'13.67"W,39°15'02.92"N,94°46'06.60"W,39°15'37.80"N,92°04'00.95"W, 40.33260, -93.42200, 41.37956, -94.82494, 41.39000, -92.03713, 39.25081, -94.76850, 39.26050, -92.06693,LC09_L2SP_026032_20230812_20230814_02_T1,LC90260322023224LGN00
LC09_L2SP_029030_20230817_20230822_02_T1,LC09_L1TP_029030_20230817_20230817_02_T1,LC90290302023229LGN00,2023/08/17,T1,2, 029, 030, 029, 030,NADIR,  -0.001,2023/08/22,2023/08/17,2023-08-17 17:11:16,2023-08-17 17:11:48,LGN,DAY,   0.10,   0.10,708,5,    6.785,    4.842,    4.753,LPGS_16.3.0,55.43997763,143.59836578,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,43°11'06.11"N,97°06'07.20"W,44°14'45.20"N,98°30'37.01"W,44°11'50.03"N,95°37'52.25"W,42°08'39.26"N,98°31'36.52"W,42°05'56.47"N,95°44'40.60"W, 43.18503, -97.10200, 44.24589, -98.51028, 44.19723, -95.63118, 42.14424, -98.52681, 42.09902, -95.74461,LC09_L2SP_029030_20230817_20230822_02_T1,LC90290302023229LGN00
LC09_L2SP_029031_20230817_20230822_02_T1,LC09_L1TP_029031_20230817_20230817_02_T1,LC90290312023229LGN00,2023/08/17,T1,2, 029, 031, 029, 031,NADIR,  -0.001,2023/08/22,2023/08/17,2023-08-17 17:11:40,2023-08-17 17:12:12,LGN,DAY,   0.01,   0.01,716,5,    6.585,    4.995,    4.291,LPGS_16.3.0,56.40345350,141.73507635,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,14,WGS84,WGS84,41°45'35.32"N,97°34'52.25"W,42°49'04.66"N,98°58'09.91"W,42°46'56.86"N,96°08'56.65"W,40°42'37.12"N,98°58'13.44"W,40°40'38.39"N,96°14'26.66"W, 41.75981, -97.58118, 42.81796, -98.96942, 42.78246, -96.14907, 40.71031, -98.97040, 40.67733, -96.24074,LC09_L2SP_029031_20230817_20230822_02_T1,LC90290312023229LGN00
LC08_L2SP_028030_20230818_20230825_02_T1,LC08_L1TP_028030_20230818_20230825_02_T1,LC80280302023230LGN00,2023/08/18,T1,2, 028, 030, 028, 030,NADIR,  -0.001,2023/08/25,2023/08/25,2023-08-18 17:05:17,2023-08-18 17:05:49,LGN,DAY,   1.47,   1.47,793,5,    6.433,    4.492,    4.605,LPGS_16.3.0,55.19162665,143.98725917,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.89"N,95°34'10.27"W,44°13'18.37"N,97°06'13.75"W,44°17'23.96"N,94°07'36.52"W,42°03'18.65"N,96°57'40.28"W,42°07'06.42"N,94°05'15.11"W, 43.18497, -95.56952, 44.22177, -97.10382, 44.28999, -94.12681, 42.05518, -96.96119, 42.11845, -94.08753,LC08_L2SP_028030_20230818_20230825_02_T1,LC80280302023230LGN00
LC08_L2SP_028031_20230818_20230825_02_T1,LC08_L1TP_028031_20230818_20230825_02_T1,LC80280312023230LGN00,2023/08/18,T1,2, 028, 031, 028, 031,NADIR,  -0.001,2023/08/25,2023/08/25,2023-08-18 17:05:41,2023-08-18 17:06:13,LGN,DAY,   0.02,   0.02,668,5,    6.714,    4.517,    4.967,LPGS_16.3.0,56.16273187,142.14817711,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,41°45'34.52"N,96°02'56"W,42°49'32.23"N,97°23'41.64"W,42°45'09.65"N,94°36'39.56"W,40°44'15.68"N,97°26'46.14"W,40°40'11.53"N,94°45'02.52"W, 41.75959, -96.04889, 42.82562, -97.39490, 42.75268, -94.61099, 40.73769, -97.44615, 40.66987, -94.75070,LC08_L2SP_028031_20230818_20230825_02_T1,LC80280312023230LGN00
LC08_L2SP_028032_20230818_20230825_02_T1,LC08_L1TP_028032_20230818_20230825_02_T1,LC80280322023230LGN00,2023/08/18,T1,2, 028, 032, 028, 032,NADIR,  -0.001,2023/08/25,2023/08/25,2023-08-18 17:06:05,2023-08-18 17:06:37,LGN,DAY,   0.49,   0.49,653,5,    6.574,    4.462,    4.828,LPGS_16.3.0,57.10274218,140.22730213,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,40°19'58.37"N,96°30'42.48"W,41°23'36.92"N,97°50'22.96"W,41°20'01.03"N,95°06'33.08"W,39°18'07.38"N,97°52'30.07"W,39°14'46.79"N,95°13'38.14"W, 40.33288, -96.51180, 41.39359, -97.83971, 41.33362, -95.10919, 39.30205, -97.87502, 39.24633, -95.22726,LC08_L2SP_028032_20230818_20230825_02_T1,LC80280322023230LGN00
LC09_L2SP_027030_20230819_20230821_02_T1,LC09_L1TP_027030_20230819_20230819_02_T1,LC90270302023231LGN00,2023/08/19,T1,2, 027, 030, 027, 030,NADIR,   0.000,2023/08/21,2023/08/19,2023-08-19 16:58:57,2023-08-19 16:59:28,LGN,DAY,   0.95,   0.95,608,5,    7.154,    5.337,    4.764,LPGS_16.3.0,54.91061590,144.27048433,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'04.67"N,94°01'02.42"W,44°13'48.72"N,95°30'28.84"W,44°15'24.84"N,92°33'46.12"W,42°05'14.03"N,95°25'18.48"W,42°06'43.27"N,92°34'40.26"W, 43.18463, -94.01734, 44.23020, -95.50801, 44.25690, -92.56281, 42.08723, -95.42180, 42.11202, -92.57785,LC09_L2SP_027030_20230819_20230821_02_T1,LC90270302023231LGN00
LC09_L2SP_027031_20230819_20230821_02_T1,LC09_L1TP_027031_20230819_20230819_02_T1,LC90270312023231LGN00,2023/08/19,T1,2, 027, 031, 027, 031,NADIR,  -0.001,2023/08/21,2023/08/19,2023-08-19 16:59:20,2023-08-19 16:59:52,LGN,DAY,   2.43,   2.43,638,5,    6.765,    4.944,    4.618,LPGS_16.3.0,55.88709600,142.45540425,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'34.24"N,94°29'47.80"W,42°48'04.39"N,95°57'47.02"W,42°50'22.34"N,93°04'59.56"W,40°39'20.92"N,95°51'57.60"W,40°41'28.93"N,93°04'49.73"W, 41.75951, -94.49661, 42.80122, -95.96306, 42.83954, -93.08321, 40.65581, -95.86600, 40.69137, -93.08048,LC09_L2SP_027031_20230819_20230821_02_T1,LC90270312023231LGN00
LC09_L2SP_027032_20230819_20230821_02_T1,LC09_L1TP_027032_20230819_20230819_02_T1,LC90270322023231LGN00,2023/08/19,T1,2, 027, 032, 027, 032,NADIR,   0.000,2023/08/21,2023/08/19,2023-08-19 16:59:44,2023-08-19 17:00:16,LGN,DAY,   5.94,   5.94,648,5,    6.009,    4.100,    4.392,LPGS_16.3.0,56.83355309,140.56009776,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.54"N,94°57'33.08"W,41°22'14.95"N,96°23'57.52"W,41°25'10.45"N,93°35'02.29"W,39°13'23.02"N,96°17'35.59"W,39°16'05.77"N,93°33'56.52"W, 40.33265, -94.95919, 41.37082, -96.39931, 41.41957, -93.58397, 39.22306, -96.29322, 39.26827, -93.56570,LC09_L2SP_027032_20230819_20230821_02_T1,LC90270322023231LGN00
LC08_L2SP_026030_20230820_20230826_02_T1,LC08_L1TP_026030_20230820_20230826_02_T1,LC80260302023232LGN00,2023/08/20,T1,2, 026, 030, 026, 030,NADIR,  -0.001,2023/08/26,2023/08/26,2023-08-20 16:52:56,2023-08-20 16:53:28,LGN,DAY,   3.75,   3.75,418,5,    7.061,    5.005,    4.981,LPGS_16.3.0,54.65537324,144.66058932,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'05.46"N,92°28'53.15"W,44°14'25.58"N,93°55'49.80"W,44°13'37.42"N,91°01'09.26"W,42°06'52.85"N,93°53'55.54"W,42°06'08.10"N,91°05'12.30"W, 43.18485, -92.48143, 44.24044, -93.93050, 44.22706, -91.01924, 42.11468, -93.89876, 42.10225, -91.08675,LC08_L2SP_026030_20230820_20230826_02_T1,LC80260302023232LGN00
